ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Today's Date and Time,Recorder Initials,Group Member Initials,Transect Number,Transect Orientation,Bearing,Bearing Orientation (Magnetic or True North),Latitude,Longitude ,Did you take a photo for iNaturalist and upload it?,Flower Buds,Open Flowers,Unripe Fruit,Ripe Fruit,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,End Time,Notes?,What percent of the target species present is alive?,What percent of the target species present is dead?,Dominant cover,What percent of the black crowberry was alive?,Are you following trail or coast protocol? ,Flower Buds,Open Flowers,Unripe fruit,Ripe fruit,Transect number ,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,Not present  - What percent of the black crowberry was alive?,Is black crowberry present?,Surrounding Habitat,Other - Surrounding Habitat,x,y
17,45a19fad-0e23-471d-a30e-e29f0da7161a,7/7/2021 7:03:41 PM,,7/7/2021 7:03:41 PM,,7/7/2021 6:34:08 PM,HEG,EMJ,11a,Parallel,100°E,True,44°20’27” N,68°3’58” W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,14:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0655633626624,44.3406040450508
18,0b5d0a28-adc6-46d1-b36a-dd0ee4738fa3,7/7/2021 7:06:32 PM,,7/7/2021 7:06:32 PM,,7/7/2021 3:18:09 PM,HEG,EMJ,1a,Parallel,353 N,True,44°20'24"",63°4'3"",No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,11:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0601609,44.3370944
19,f6e3e41e-409e-4e88-939b-558fee00fb4b,7/7/2021 7:07:28 PM,,7/7/2021 7:07:28 PM,,7/7/2021 3:18:10 PM,EMJ,HEG,1b,Perpendicular,250W,True,44°20’24”N,68°4’3”W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,11:23,Need a no species found option for the question about uploading iNat photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0674731932589,44.3399109026958
20,a2a32f33-1a06-4ef9-ade6-47d316da862f,7/7/2021 7:07:30 PM,,7/7/2021 7:07:30 PM,,7/7/2021 3:29:57 PM,EMJ,HEG,2b,Perpendicular,267W,True,44°20’24”N,68°4’3”W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,11:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0675711154801,44.3400878392046
21,c281c8b2-118f-4733-8891-c967393f5f12,7/7/2021 7:07:32 PM,,7/7/2021 7:07:32 PM,,7/7/2021 3:41:07 PM,EMJ,HEG,3b,Perpendicular,254W,True,44°20’25”N,68°4’4”W,Yes!,Not_Present,Not_Present,Not_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,11:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0677200432236,44.3403108562682
22,4e01088e-f16f-4f6a-a50b-8c7a7654ae34,7/7/2021 7:07:35 PM,,7/7/2021 7:07:35 PM,,7/7/2021 4:27:10 PM,EMJ,HEG,4b,Perpendicular,311NW,True,44°20’26”N,68°4’4”W,Yes!,Not_Present,Not_Present,Not_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,Black_crowberry,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,12:32,"95% alive 5% dead dominant species: sheep laurel, lingonberry, common yarrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0676534295664,44.3404945503021
23,909f89c5-1b9b-4bc8-8388-18e219d4b8fb,7/7/2021 7:07:39 PM,,7/7/2021 7:07:39 PM,,7/7/2021 4:42:02 PM,EMJ,HEG,5b,Perpendicular,283W,True,44°20’27”N,68°4’3”W,Yes!,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,12:45,"98%alive 2%dead dominant species: spruce, Canadian bunchberry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0675334106043,44.340685199482
24,fcaff7c0-ebfc-40d9-9339-f47c0a61f927,7/7/2021 7:07:41 PM,,7/7/2021 7:07:41 PM,,7/7/2021 5:16:28 PM,EMJ,HEG,6b,Perpendicular,20°N,True,44°20’27”N,68°4’3”W,Yes!,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,13:21,Do we take a photo for iNat if there is crowberry near by but not on the transect line?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.067426061737,44.3407615741329
25,7b913679-238f-41ba-b93e-a3e965baf19e,7/7/2021 7:07:43 PM,,7/7/2021 7:07:43 PM,,7/7/2021 5:30:55 PM,EMJ,HEG,7b,Perpendicular,56NE,True,44°20’27”N,68°4’2”W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,13:33,"Dominant species: Canadian bunchberry, spruce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0671572453981,44.3407229680798
26,84e0e596-1433-46c4-a120-e3882a851611,7/7/2021 7:07:47 PM,,7/7/2021 7:07:47 PM,,7/7/2021 5:40:02 PM,EMJ,HEG,8b,Perpendicular,346N,True,44°20’27”,68°4’1”W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,13:42,"Dominant species: Canadian bunchberry, spruce, bedrock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0667981659994,44.3408036784472
27,cef84ea6-4a3d-4a93-bf4d-3343d9226ae7,7/7/2021 7:07:49 PM,,7/7/2021 7:07:49 PM,,7/7/2021 5:51:52 PM,EMJ,HEG,9b,Perpendicular,25NE,True,44°20’27”N,68°3’59”W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,,"Dominant species: Canadian bunchberry, spruce, cobbles ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0665143002843,44.3407648940723
28,1256be7a-af39-42c4-bd86-80193756634e,7/7/2021 7:07:51 PM,,7/7/2021 7:07:51 PM,,7/7/2021 6:02:43 PM,EMJ,HEG,10b,Perpendicular,11N,True,44°20’27”N,69°3’58”W,No_I_forgot_:_,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,14:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0662045464885,44.3407244782964
29,f003b812-fefc-4675-a3fc-821e40f17749,7/7/2021 7:07:56 PM,,7/7/2021 7:07:56 PM,,7/7/2021 6:10:00 PM,EMJ,HEG,11b,Perpendicular,3N,True,40°20’27”N,68°3’57”W,Yes!,Not_Present,Not_Present,Not_Present,Not_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,Black_crowberry,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,None_Present,14:16,"Dominant species: Lingonberry, spruce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0659195838337,44.3407153542353
